city,date,temperature,humidity,conditions,wind_speed,pressure,feels_like,temp_min,temp_max,wind_direction,wind_gust,visibility,cloud_cover,rain,snow,rain_1h,rain_3h,snow_1h,snow_3h,weather_main,weather_id,weather_icon,uv_index,air_quality_index,air_quality_description,latitude,longitude,heat_index,wind_chill,dew_point,precipitation_probability,weather_comfort_score
New York,2020-04-28,18.6,67,Rainy,5.1,1025.3,18.6,16.6,21.6,349,5.1,11080,66,1.66,0.0,1.66,4.97,0.0,,Rainy,500,10d,5,2,Poor,40.709195772803795,-74.0133913450568,,,13.0,52.0,71.1
Phoenix,2020-04-28,45,39,Cloudy,4.8,1014.5,42,40,50,18,4.8,15023,45,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,1,Poor,33.4501442181314,-112.06885169817058,46.4,,31.1,26.0,78.4
Seattle,2020-04-28,11.9,66,Rainy,5.6,1007.1,10.9,5.9,14.9,36,5.6,6665,33,7.48,0.0,7.48,22.45,0.0,,Rainy,500,10d,6,3,Moderate,47.602373620790424,-122.32580926853615,,,0.5,71.7,77.3
Los Angeles,2020-04-29,35,80,Sunny,1.8,1021.4,35,33,39,349,1.8,16206,15,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,1,Good,34.05836891851857,-118.23898926162784,35.2,,21.2,39.4,54.9
Miami,2020-04-29,40,73,Stormy,1.8,1035,42,35,44,165,1.8,19680,36,6.05,0.0,6.05,18.15,0.0,,Stormy,200,11d,7,4,Good,25.756064340942004,-80.19204215497396,43.2,,27.6,25.3,92.3
New York,2020-04-29,10.6,58,Sunny,2.8,1018.1,12.6,6.6,13.6,90,3.8,7131,55,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,4,Poor,40.71799757372753,-74.00048406107469,,,-2.6,68.6,76.9
Phoenix,2020-04-29,36.0,33,Sunny,4.5,1007.0,35.0,34.0,41.0,70,9.5,6364,3,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,5,Moderate,33.44864158372273,-112.07103149421701,39.0,,26.8,19.0,82.7
Seattle,2020-04-29,14.0,61,Sunny,4.1,1024.8,16.0,11.0,19.0,323,6.1,16917,36,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,5,Fair,47.60488919160495,-122.32762270803228,,,-1.0,14.6,63.7
Los Angeles,2020-04-30,35,70,Rainy,1.3,1019.3,37,29,38,92,5.3,11876,54,6.46,0.0,6.46,19.37,0.0,,Rainy,500,10d,4,3,Fair,34.06091291146581,-118.2459206622372,35.6,,27.4,33.4,88.4
Miami,2020-04-30,40,87,Rainy,1.9,1025.9,37,38,46,241,4.9,16096,72,4.74,0.0,4.74,14.23,0.0,,Rainy,500,10d,3,2,Good,25.764108615000076,-80.19227034590317,43.1,,32.8,63.7,62.3
New York,2020-04-30,13.6,57,Sunny,3.0,1010.4,11.6,7.6,17.6,76,8.0,11700,47,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,5,Poor,40.7137380972362,-73.99734141927796,,,0.0,50.1,75.7
Phoenix,2020-04-30,40.0,38,Cloudy,3.4,1018.1,41.0,35.0,46.0,133,6.4,16643,25,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,1,Good,33.45150376261815,-112.07195268977146,44.8,,32.9,18.3,90.0
Seattle,2020-04-30,10.0,62,Sunny,3.5,1022.2,11.0,7.0,15.0,340,3.5,13231,76,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,1,Fair,47.5983675964556,-122.32699253245728,,4.6,0.2,31.5,32.7
Los Angeles,2020-05-01,31.7,72,Sunny,2.0,1018.5,30.7,26.7,34.7,184,2.0,11785,33,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,3,Good,34.062116995234135,-118.23643453983135,33.7,,21.6,23.0,50.4
Miami,2020-05-01,40,87,Cloudy,4.0,1019.6,37,36,42,166,8.0,11120,100,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,1,Fair,25.76730488177224,-80.20129573002752,43.5,,25.4,77.6,46.5
New York,2020-05-01,20.7,62,Sunny,3.7,1016.3,22.7,16.7,24.7,326,5.7,15429,73,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,2,Good,40.711818631871715,-74.0087735205883,21.4,,12.9,48.1,94.3
Phoenix,2020-05-01,35.0,46,Cloudy,6.1,1012.9,37.0,29.0,41.0,309,11.1,7937,74,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,3,Fair,33.44583611678217,-112.06604479865565,35.1,,26.3,64.0,35.2
Seattle,2020-05-01,17.0,54,Sunny,4.2,1011.6,20.0,12.0,23.0,8,9.2,5069,23,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,5,Good,47.611784447981336,-122.33293239632488,,,3.7,70.5,54.5
Los Angeles,2020-05-02,23.7,67,Sunny,3.9,1024.0,25.7,20.7,26.7,4,7.9,5052,2,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,2,Fair,34.060305078889286,-118.23618485386699,26.0,,17.6,52.4,58.2
Miami,2020-05-02,26.7,73,Rainy,1.9,1035,25.7,22.7,32.7,195,2.9,5185,60,5.17,0.0,5.17,15.5,0.0,,Rainy,500,10d,1,4,Poor,25.76971958961633,-80.19721339917241,30.1,,21.1,23.6,45.3
New York,2020-05-02,17.7,66,Cloudy,4.6,1022.2,17.7,15.7,23.7,143,9.6,18879,80,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,2,Poor,40.70463888717509,-73.99685888465382,,,7.8,39.2,70.1
Phoenix,2020-05-02,34.0,43,Sunny,4.6,1020.2,31.0,30.0,37.0,182,5.6,16548,65,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,5,Fair,33.440682747537316,-112.06463724429412,34.4,,22.9,29.1,46.4
Seattle,2020-05-02,17.0,66,Sunny,5.7,1018.3,19.0,14.0,19.0,176,7.7,18204,98,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,5,Fair,47.61171964374987,-122.3223248635556,,,4.6,40.3,73.0
Los Angeles,2020-05-03,25.7,60,Rainy,2.4,1022.7,26.7,19.7,29.7,174,7.4,18807,10,4.66,0.0,4.66,13.98,0.0,,Rainy,500,10d,8,1,Poor,34.061142406518236,-118.23957872989523,27.3,,16.5,15.9,64.7
Miami,2020-05-03,29.7,77,Rainy,2.0,1028.5,30.7,27.7,34.7,168,3.0,9780,2,7.69,0.0,7.69,23.08,0.0,,Rainy,500,10d,10,1,Moderate,25.76300953803723,-80.18753474368886,33.2,,16.7,66.5,75.8
New York,2020-05-03,9.7,54,Sunny,3.5,1011.7,6.7,6.7,13.7,23,3.5,14702,37,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,5,Good,40.70547049679077,-74.00739344175372,,4.0,0.7,19.8,80.4
Phoenix,2020-05-03,45,47,Sunny,4.4,1002.5,48,40,51,248,7.4,16206,17,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,1,Poor,33.447446818294594,-112.07598638914092,45.0,,33.5,15.8,84.2
Seattle,2020-05-03,11.0,53,Rainy,3.0,1018.7,12.0,8.0,15.0,58,3.0,9213,52,7.7,0.0,7.7,23.09,0.0,,Rainy,500,10d,11,3,Fair,47.605275289635465,-122.32881018688335,,,2.7,67.0,90.3
Los Angeles,2020-05-04,26.7,75,Stormy,2.8,1032.0,28.7,20.7,32.7,167,3.8,7556,51,3.89,0.0,3.89,11.66,0.0,,Stormy,200,11d,11,5,Good,34.06212789646084,-118.24919400657267,29.1,,18.8,72.0,61.3
Miami,2020-05-04,29.7,70,Cloudy,1.7,1016.8,27.7,27.7,35.7,279,4.7,10446,40,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,3,Fair,25.76921486706069,-80.18612045436457,34.4,,23.0,54.8,70.4
New York,2020-05-04,14.8,53,Sunny,5.7,1022.1,12.8,11.8,19.8,36,7.7,7367,96,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,2,Moderate,40.714592014977256,-74.00514278350171,,,6.8,34.2,40.9
Phoenix,2020-05-04,34.0,36,Cloudy,6.0,1011.5,37.0,28.0,36.0,333,11.0,6284,23,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,1,Moderate,33.44106078403013,-112.07626064558916,39.0,,23.0,65.2,83.8
Seattle,2020-05-04,14.1,55,Sunny,3.4,1021.4,16.1,8.1,20.1,35,4.4,5373,13,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,5,Fair,47.6080059699565,-122.32997140602653,,,6.9,27.6,68.1
Los Angeles,2020-05-05,28.7,64,Rainy,3.5,1028.7,28.7,24.7,31.7,47,8.5,7963,43,5.37,0.0,5.37,16.11,0.0,,Rainy,500,10d,7,1,Fair,34.05863709065666,-118.23660130144796,32.1,,18.6,69.1,79.8
Miami,2020-05-05,26.7,73,Cloudy,2.3,1031.9,23.7,21.7,28.7,194,7.3,8914,76,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,4,Fair,25.758897382710693,-80.20028049568063,27.2,,18.0,18.4,42.7
New York,2020-05-05,16.8,70,Sunny,4.2,1024.5,16.8,14.8,19.8,204,9.2,10844,17,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,2,Moderate,40.72088138493002,-74.01199386415745,,,3.2,23.4,36.9
Phoenix,2020-05-05,45,40,Cloudy,5.9,1012.7,48,40,50,207,7.9,12516,41,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,4,Good,33.456667939446454,-112.07684317347402,46.9,,32.6,25.5,86.6
Seattle,2020-05-05,20,57,Sunny,3.9,1008.6,21,15,23,28,8.9,16022,57,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,1,Fair,47.61549946152613,-122.33133925001687,,,8.4,48.6,46.7
Los Angeles,2020-05-06,35,89,Cloudy,4.8,1035,38,32,40,353,4.8,9437,20,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,4,1,Poor,34.04804257283266,-118.25329656350206,37.7,,23.7,59.4,37.6
Miami,2020-05-06,31.7,80,Sunny,3.2,1033.9,28.7,29.7,33.7,147,3.2,7386,22,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,1,Good,25.757829515400395,-80.19961688833759,32.8,,20.6,46.2,62.6
New York,2020-05-06,16.8,68,Sunny,4.9,1010.7,15.8,13.8,19.8,58,9.9,11702,52,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,1,Good,40.707275329240055,-74.00237425812617,,,8.0,11.1,47.8
Phoenix,2020-05-06,38.1,36,Sunny,5.9,1017.9,38.1,33.1,42.1,137,7.9,6783,39,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,5,Moderate,33.44694239823957,-112.07387106967029,42.1,,28.1,34.3,40.0
Seattle,2020-05-06,11.1,58,Sunny,2.4,1017.7,9.1,6.1,17.1,284,3.4,9723,58,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,1,Poor,47.602291027960625,-122.32415719606203,,,6.0,51.2,71.2
Los Angeles,2020-05-07,21.7,75,Sunny,3.4,1021.0,22.7,19.7,27.7,208,7.4,8475,87,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,5,Fair,34.04310096614388,-118.24747754983423,23.1,,14.1,41.2,33.5
Miami,2020-05-07,38.7,84,Cloudy,4.0,1025.9,37.7,32.7,43.7,223,6.0,13651,95,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,5,Fair,25.766673522019197,-80.19740127535265,41.6,,31.6,27.9,55.6
New York,2020-05-07,21.9,72,Rainy,6.2,1024.4,20.9,17.9,26.9,67,8.2,10293,52,1.82,0.0,1.82,5.45,0.0,,Rainy,500,10d,7,3,Fair,40.710936428677314,-74.00944896762971,25.9,,12.7,48.3,46.5
Phoenix,2020-05-07,44.1,35,Sunny,6.8,1012.2,44.1,39.1,46.1,334,6.8,12119,20,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,4,Poor,33.455689359389865,-112.0693278611822,46.9,,33.4,35.5,34.0
Seattle,2020-05-07,8.1,68,Sunny,3.6,1012.9,7.1,4.1,11.1,157,7.6,11479,7,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,5,Moderate,47.60333202436725,-122.33876743730737,,0.8,0.7,74.7,83.7
Los Angeles,2020-05-08,31.7,81,Rainy,2.7,1035,30.7,27.7,33.7,340,7.7,13177,81,5.34,0.0,5.34,16.01,0.0,,Rainy,500,10d,7,4,Fair,34.04261588607912,-118.24843952129613,33.8,,20.1,55.1,52.9
Miami,2020-05-08,38.7,76,Stormy,2.3,1035,40.7,32.7,42.7,82,5.3,6060,65,6.56,0.0,6.56,19.69,0.0,,Stormy,200,11d,7,2,Good,25.76942590481413,-80.19049912688214,41.6,,30.4,39.4,54.8
New York,2020-05-08,13.9,63,Sunny,3.4,1022.7,15.9,8.9,19.9,181,4.4,18766,98,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,4,Poor,40.71820355527514,-74.01020681532816,,,3.9,78.9,71.7
Phoenix,2020-05-08,45,33,Sunny,6.8,1005.8,43,41,47,80,9.8,9508,37,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,5,Moderate,33.43844729939895,-112.06973636114732,48.6,,39.6,64.5,61.0
Seattle,2020-05-08,14.1,59,Cloudy,4.8,1024.2,17.1,11.1,17.1,47,9.8,5109,69,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,9,5,Good,47.609264162594236,-122.33062072374493,,,7.8,10.5,67.9
Los Angeles,2020-05-09,21.7,61,Rainy,2.5,1025.3,19.7,18.7,27.7,233,4.5,8011,25,2.04,0.0,2.04,6.12,0.0,,Rainy,500,10d,1,4,Moderate,34.052822179167045,-118.24437995188934,25.1,,10.8,25.9,70.9
Miami,2020-05-09,40,74,Stormy,1.1,1025.1,41,38,46,118,4.1,13254,97,1.8,0.0,1.8,5.4,0.0,,Stormy,200,11d,7,3,Good,25.756108258244875,-80.19711486513296,44.5,,32.9,52.0,50.6
New York,2020-05-09,15.9,61,Cloudy,2.4,1022.1,13.9,12.9,21.9,341,4.4,17677,25,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,10,5,Good,40.7188419168863,-74.01532977995674,,,8.1,70.8,43.0
Phoenix,2020-05-09,39.1,41,Cloudy,5.3,1008.5,40.1,33.1,43.1,244,7.3,10271,27,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,2,Poor,33.45186102790777,-112.07556683438952,39.7,,30.1,48.8,34.4
Seattle,2020-05-09,9.2,68,Sunny,4.6,1011.3,12.2,3.2,13.2,217,9.6,17908,55,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,5,Moderate,47.60482011646847,-122.33166985893877,,3.5,0.4,48.1,38.9
Los Angeles,2020-05-10,23.7,80,Sunny,1.1,1029.5,24.7,20.7,29.7,127,2.1,17900,96,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,4,Poor,34.05976209687105,-118.24850948898256,27.4,,14.1,74.8,56.3
Miami,2020-05-10,40,75,Sunny,4.5,1018.9,40,37,45,152,5.5,5170,50,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,4,Moderate,25.767734742695257,-80.18238181443512,41.4,,27.6,72.6,37.8
New York,2020-05-10,12.0,67,Rainy,6.0,1012.9,10.0,8.0,17.0,289,7.0,16175,21,5.32,0.0,5.32,15.96,0.0,,Rainy,500,10d,7,1,Poor,40.7043839457735,-74.01104750927814,,,5.8,31.5,68.5
Phoenix,2020-05-10,45,34,Sunny,4.8,1010.6,47,40,50,119,8.8,11686,0,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,5,Fair,33.44250593163739,-112.06761513001811,45.5,,37.9,48.8,62.1
Seattle,2020-05-10,14.2,60,Cloudy,5.2,1007.3,13.2,10.2,17.2,27,7.2,13785,0,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,2,Moderate,47.59649350928747,-122.32641823753528,,,9.0,51.9,87.4
Los Angeles,2020-05-11,33.7,80,Sunny,2.8,1022.7,32.7,30.7,35.7,120,2.8,5068,1,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,4,Good,34.055954816192454,-118.24062512631697,36.7,,21.1,78.2,78.7
Miami,2020-05-11,33.7,72,Sunny,3.9,1023.3,32.7,30.7,39.7,36,4.9,19995,41,0.0,0.0,0.0,,0.0,,Sunny,800,01d,6,4,Moderate,25.758420232692597,-80.18559397879872,35.6,,28.2,17.0,81.4
New York,2020-05-11,25,55,Sunny,3.1,1024.8,27,22,29,358,6.1,16363,64,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,2,Poor,40.70596218049576,-74.00326464635907,26.5,,19.8,58.4,31.7
Phoenix,2020-05-11,39.1,35,Sunny,6.9,1011.1,39.1,36.1,41.1,304,7.9,10601,19,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,1,Good,33.440283840736804,-112.07832259010765,40.5,,32.4,48.0,61.6
Seattle,2020-05-11,19.2,53,Sunny,4.3,1025.7,19.2,16.2,22.2,321,9.3,13875,12,0.0,0.0,0.0,,0.0,,Sunny,800,01d,1,3,Good,47.60134551641462,-122.33471178071734,,,10.3,33.8,65.4
Los Angeles,2020-05-12,22.7,79,Sunny,4.8,1025.6,20.7,18.7,24.7,57,6.8,16867,48,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,1,Fair,34.06011304273939,-118.24387639520039,27.5,,13.4,10.6,70.3
Miami,2020-05-12,40,87,Cloudy,3.0,1032.4,37,35,43,182,8.0,16449,20,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,5,Fair,25.752643698416904,-80.18805420238232,42.5,,31.2,68.3,41.9
New York,2020-05-12,14.1,55,Rainy,4.6,1026.7,15.1,8.1,19.1,20,8.6,7952,5,1.48,0.0,1.48,4.43,0.0,,Rainy,500,10d,6,5,Good,40.707253396393135,-74.00295401100614,,,6.2,34.7,52.3
Phoenix,2020-05-12,38.1,31,Sunny,3.9,1020.3,37.1,35.1,41.1,194,4.9,9735,52,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,2,Poor,33.442848843245514,-112.0817674808165,40.5,,27.3,22.7,74.6
Seattle,2020-05-12,20,53,Rainy,4.1,1025.9,17,16,26,163,4.1,14780,37,1.63,0.0,1.63,4.88,0.0,,Rainy,500,10d,2,3,Poor,47.61547672383774,-122.33205227841088,,,13.1,36.1,38.9
Los Angeles,2020-05-13,34.7,82,Sunny,1.1,1017.7,34.7,31.7,36.7,56,2.1,6239,31,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,4,Poor,34.055422359795635,-118.2505621177454,36.8,,23.1,76.4,35.6
Miami,2020-05-13,28.7,62,Cloudy,4.4,1030.5,26.7,26.7,31.7,116,7.4,18298,68,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,1,Good,25.766183601095335,-80.18712365477958,29.6,,14.6,74.0,36.4
New York,2020-05-13,22.1,68,Sunny,5.6,1020.0,24.1,18.1,28.1,153,6.6,8953,74,0.0,0.0,0.0,,0.0,,Sunny,800,01d,2,3,Good,40.70768296375225,-74.01461989866016,26.2,,17.0,16.9,81.9
Phoenix,2020-05-13,41.2,33,Cloudy,6.4,1007.9,44.2,37.2,44.2,52,8.4,19167,26,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,4,Good,33.44013332278992,-112.07223871523091,41.7,,34.3,28.5,51.5
Seattle,2020-05-13,14.3,66,Rainy,2.6,1023.0,12.3,9.3,17.3,341,7.6,13824,23,1.15,0.0,1.15,3.45,0.0,,Rainy,500,10d,5,4,Moderate,47.608733980681706,-122.34201653400496,,,9.1,49.8,66.4
Los Angeles,2020-05-14,31.7,87,Sunny,1.2,1017.6,32.7,26.7,35.7,144,4.2,17720,49,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,1,Fair,34.04849787177498,-118.24546973479279,34.2,,26.4,39.0,92.2
Miami,2020-05-14,34.7,90,Sunny,4.6,1026.5,31.7,31.7,39.7,277,8.6,5052,95,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,5,Poor,25.762402095702402,-80.20067373750285,37.1,,21.9,15.1,76.7
New York,2020-05-14,15.1,56,Cloudy,2.7,1014.5,17.1,10.1,17.1,48,6.7,6957,5,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,8,5,Moderate,40.70469771522283,-74.01038280716935,,,4.7,73.5,70.4
Phoenix,2020-05-14,39.2,37,Sunny,6.8,1005.4,38.2,35.2,41.2,86,10.8,16387,40,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,1,Fair,33.45503822082392,-112.07744789173388,43.5,,28.4,13.8,35.7
Seattle,2020-05-14,17.3,68,Cloudy,5.6,1019.3,16.3,14.3,19.3,60,6.6,15555,29,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,3,1,Moderate,47.605713727030505,-122.32441440903553,,,5.4,14.9,43.2
Los Angeles,2020-05-15,32.7,73,Cloudy,3.0,1022.4,29.7,26.7,37.7,244,8.0,9410,17,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,2,2,Moderate,34.05054738550505,-118.24243931167706,36.4,,22.5,22.1,79.7
Miami,2020-05-15,26.7,69,Cloudy,3.2,1026.9,29.7,20.7,30.7,176,8.2,16261,4,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,11,3,Poor,25.763555418477672,-80.19816028868293,28.5,,12.3,31.2,64.5
New York,2020-05-15,15.2,69,Rainy,6.2,1026.0,14.2,9.2,18.2,344,11.2,6690,14,5.21,0.0,5.21,15.64,0.0,,Rainy,500,10d,11,2,Fair,40.72250099331627,-74.0101638463027,,,7.7,29.7,66.3
Phoenix,2020-05-15,38.2,38,Sunny,6.7,1005.7,36.2,35.2,42.2,184,9.7,16493,20,0.0,0.0,0.0,,0.0,,Sunny,800,01d,10,5,Good,33.44395279755937,-112.08188083122839,43.1,,28.7,14.0,38.9
Seattle,2020-05-15,20,70,Sunny,6.1,1024.1,20,18,23,340,10.1,12864,80,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,5,Good,47.60347893018846,-122.33598619079457,,,5.9,31.9,33.8
Los Angeles,2020-05-16,35,79,Rainy,2.4,1022.4,37,29,40,18,3.4,14011,57,5.96,0.0,5.96,17.88,0.0,,Rainy,500,10d,4,1,Good,34.04501847577401,-118.23574835888341,38.0,,24.5,11.0,55.1
Miami,2020-05-16,38.8,81,Stormy,1.7,1018.0,35.8,36.8,43.8,180,6.7,12736,56,7.91,0.0,7.91,23.73,0.0,,Stormy,200,11d,4,4,Moderate,25.769881425508125,-80.18424733027646,42.4,,28.7,37.5,72.0
New York,2020-05-16,10.2,72,Sunny,2.8,1026.4,13.2,7.2,16.2,135,4.8,19727,34,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,2,Moderate,40.708696549210735,-74.00195068306242,,,-3.6,42.8,80.2
Phoenix,2020-05-16,36.2,46,Sunny,5.1,1010.2,37.2,32.2,41.2,125,6.1,18221,67,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,4,Good,33.45329242083532,-112.07043498508067,39.2,,24.7,49.8,33.0
Seattle,2020-05-16,20,54,Sunny,3.1,1020.8,23,17,24,28,6.1,19646,5,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,5,Good,47.606551661217175,-122.32251580503726,,,7.0,44.2,55.9
Los Angeles,2020-05-17,32.8,78,Rainy,3.7,1021.3,33.8,26.8,35.8,176,8.7,18363,29,4.76,0.0,4.76,14.27,0.0,,Rainy,500,10d,5,4,Good,34.047743312763245,-118.24723235812091,33.0,,21.5,39.3,60.5
Miami,2020-05-17,40,73,Sunny,2.0,1035,43,34,44,161,7.0,8284,72,0.0,0.0,0.0,,0.0,,Sunny,800,01d,9,5,Poor,25.75691102199394,-80.19169017991025,43.5,,33.1,59.6,56.4
New York,2020-05-17,10.2,56,Rainy,6.2,1021.2,13.2,6.2,15.2,196,8.2,6728,84,6.16,0.0,6.16,18.48,0.0,,Rainy,500,10d,5,4,Poor,40.71846625506086,-74.00755049257246,,,-1.0,54.6,66.8
Phoenix,2020-05-17,41.2,39,Cloudy,6.3,1010.8,44.2,39.2,43.2,359,9.3,7557,52,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,1,Moderate,33.45443952546201,-112.08111567487046,44.0,,28.5,65.5,94.2
Seattle,2020-05-17,14.3,72,Rainy,4.9,1011.2,16.3,10.3,18.3,277,5.9,14694,55,3.81,0.0,3.81,11.43,0.0,,Rainy,500,10d,3,4,Good,47.61426793634416,-122.32926675328373,,,8.5,29.4,73.0
Los Angeles,2020-05-18,35,83,Rainy,2.7,1026.5,37,32,41,165,3.7,17855,2,2.96,0.0,2.96,8.87,0.0,,Rainy,500,10d,5,3,Poor,34.0582928736565,-118.24273858452922,38.5,,22.0,16.0,92.0
Miami,2020-05-18,26.8,70,Cloudy,1.4,1030.8,27.8,24.8,32.8,316,3.4,13118,75,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,5,5,Good,25.752518457297835,-80.18711496711843,30.4,,17.4,27.8,85.8
New York,2020-05-18,20.3,56,Rainy,6.0,1023.9,23.3,16.3,24.3,171,7.0,14432,29,6.09,0.0,6.09,18.28,0.0,,Rainy,500,10d,3,3,Good,40.7166984492448,-74.00624322024463,23.5,,13.8,75.8,37.6
Phoenix,2020-05-18,40.2,31,Sunny,4.3,1013.1,42.2,37.2,46.2,111,9.3,7850,15,0.0,0.0,0.0,,0.0,,Sunny,800,01d,8,1,Fair,33.4413320270962,-112.0710668115012,44.8,,31.1,69.7,91.0
Seattle,2020-05-18,20,65,Cloudy,4.4,1013.9,20,14,24,44,6.4,18781,2,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,7,2,Fair,47.61570162644979,-122.32684819926949,,,13.2,28.4,72.4
Los Angeles,2020-05-19,31.8,87,Rainy,4.3,1025.4,30.8,27.8,33.8,168,4.3,11261,80,6.72,0.0,6.72,20.17,0.0,,Rainy,500,10d,8,5,Poor,34.05048802893815,-118.23457094351609,32.6,,18.5,65.9,77.6
Miami,2020-05-19,30.8,70,Sunny,2.9,1034.3,27.8,27.8,35.8,310,5.9,10778,22,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,4,Fair,25.763241512307157,-80.19733443371686,32.3,,20.0,38.5,81.6
New York,2020-05-19,22.3,58,Sunny,4.6,1019.0,20.3,16.3,24.3,71,8.6,11228,16,0.0,0.0,0.0,,0.0,,Sunny,800,01d,11,2,Moderate,40.70808093529678,-74.01022644689327,23.9,,14.1,35.1,42.0
Phoenix,2020-05-19,40.2,48,Sunny,6.4,1020.4,40.2,35.2,44.2,331,6.4,5646,8,0.0,0.0,0.0,,0.0,,Sunny,800,01d,5,1,Good,33.45308928304606,-112.06939028387482,41.6,,25.7,11.2,64.5
Seattle,2020-05-19,20,69,Sunny,3.3,1007.6,20,14,26,9,4.3,14255,63,0.0,0.0,0.0,,0.0,,Sunny,800,01d,4,4,Fair,47.61375193813763,-122.3385303303739,,,7.7,16.9,95.0
Los Angeles,2020-05-20,32.8,80,Stormy,4.2,1029.8,30.8,29.8,35.8,292,9.2,18787,93,1.78,0.0,1.78,5.33,0.0,,Stormy,200,11d,4,2,Moderate,34.0606781282722,-118.23383389549403,34.9,,24.1,28.6,42.9
Miami,2020-05-20,32.8,75,Sunny,3.6,1019.5,32.8,30.8,36.8,128,8.6,15662,8,0.0,0.0,0.0,,0.0,,Sunny,800,01d,7,5,Moderate,25.75940865691369,-80.19534158091847,36.1,,26.3,39.8,77.5
New York,2020-05-20,20.3,63,Cloudy,4.8,1016.0,20.3,14.3,24.3,241,5.8,8111,21,0.0,0.0,0.0,,0.0,,Cloudy,801,02d,6,1,Good,40.711429579567486,-74.00174130163418,23.5,,6.8,22.8,52.0
Phoenix,2020-05-20,40.2,32,Sunny,5.6,1006.0,41.2,36.2,44.2,233,8.6,6990,34,0.0,0.0,0.0,,0.0,,Sunny,800,01d,3,3,Good,33.44068182538229,-112.06972523802986,41.6,,33.3,78.0,55.3
